step,loss,lr,tokens_per_sec
9292600,0.969490,0.00000369,195450.79
9292700,0.950031,0.00000369,195450.88
9292800,0.945821,0.00000369,195450.92
9292900,0.947970,0.00000369,195450.94
9293000,0.924518,0.00000369,195451.02
9293100,0.962770,0.00000369,195451.07
9293200,0.971004,0.00000368,195451.14
9293300,0.912868,0.00000368,195451.20
9293400,0.985201,0.00000368,195451.29
9293500,0.926651,0.00000368,195451.40
9293600,0.939299,0.00000368,195451.50
9293700,0.963027,0.00000368,195451.55
9293800,1.003243,0.00000368,195451.60
9293900,0.918396,0.00000368,195451.66
9294000,0.949188,0.00000368,195451.72
9294100,0.969942,0.00000367,195451.75
9294200,0.982865,0.00000367,195451.78
9294300,0.958575,0.00000367,195451.84
9294400,0.957675,0.00000367,195451.92
9294500,0.937415,0.00000367,195451.99
9294600,0.991382,0.00000367,195452.02
9294700,0.959391,0.00000367,195452.03
9294800,0.976787,0.00000367,195452.12
9294900,0.956581,0.00000367,195452.16
9295000,0.915915,0.00000367,195452.22
9295100,0.946916,0.00000366,195452.31
9295200,0.912995,0.00000366,195452.36
9295300,0.975075,0.00000366,195452.39
9295400,0.954769,0.00000366,195452.45
9295500,0.920090,0.00000366,195452.51
9295600,0.915565,0.00000366,195452.55
9295700,0.936083,0.00000366,195452.62
9295800,0.952012,0.00000366,195452.65
9295900,0.975220,0.00000366,195452.72
9296000,1.007937,0.00000366,195452.76
9296100,1.001415,0.00000365,195452.76
9296200,0.928037,0.00000365,195452.83
9296300,0.981110,0.00000365,195452.84
9296400,0.989997,0.00000365,195452.84
9296500,0.967799,0.00000365,195452.87
9296600,0.927320,0.00000365,195452.93
9296700,0.967670,0.00000365,195452.99
9296800,0.908370,0.00000365,195452.99
9296900,0.923251,0.00000365,195452.92
9297000,0.964648,0.00000364,195453.00
9297100,0.935302,0.00000364,195453.05
9297200,1.054263,0.00000364,195453.07
9297300,0.956121,0.00000364,195453.09
9297400,0.959700,0.00000364,195453.11
9297500,0.985450,0.00000364,195453.13
9297600,0.980097,0.00000364,195453.14
9297700,1.016176,0.00000364,195453.17
9297800,0.955839,0.00000364,195453.25
9297900,0.973452,0.00000364,195453.29
9298000,0.957147,0.00000363,195453.36
9298100,0.943269,0.00000363,195453.44
9298200,0.939360,0.00000363,195453.49
9298300,0.933966,0.00000363,195453.57
9298400,0.959362,0.00000363,195453.63
9298500,0.993707,0.00000363,195453.69
9298600,0.924672,0.00000363,195453.77
9298700,1.001606,0.00000363,195453.78
9298800,0.957344,0.00000363,195453.80
9298900,1.018919,0.00000363,195453.81
9299000,0.938724,0.00000362,195453.82
9299100,0.961461,0.00000362,195453.91
9299200,0.961285,0.00000362,195454.01
9299300,0.975749,0.00000362,195454.11
9299400,0.957387,0.00000362,195454.16
9299500,1.004090,0.00000362,195454.19
9299600,0.951402,0.00000362,195454.25
9299700,1.000946,0.00000362,195454.29
9299800,0.957654,0.00000362,195454.32
9299900,0.947629,0.00000361,195454.33
9300000,0.901371,0.00000361,195454.37
9300100,0.984779,0.00000361,195451.04
9300200,0.959979,0.00000361,195451.11
9300300,0.954286,0.00000361,195451.15
9300400,0.934470,0.00000361,195451.17
9300500,0.922340,0.00000361,195451.22
9300600,0.910062,0.00000361,195451.28
9300700,0.962220,0.00000361,195451.36
9300800,0.937423,0.00000361,195451.42
9300900,0.916151,0.00000360,195451.50
9301000,0.982572,0.00000360,195451.60
9301100,0.937781,0.00000360,195451.67
9301200,0.960329,0.00000360,195451.74
9301300,0.938240,0.00000360,195451.85
9301400,0.924899,0.00000360,195451.89
9301500,0.939378,0.00000360,195451.93
9301600,0.963109,0.00000360,195451.99
9301700,0.954416,0.00000360,195452.03
9301800,0.928650,0.00000360,195452.08
9301900,0.958369,0.00000359,195452.12
9302000,0.960504,0.00000359,195452.16
9302100,0.930300,0.00000359,195452.24
9302200,0.985207,0.00000359,195452.30
9302300,0.917728,0.00000359,195452.39
9302400,0.945013,0.00000359,195452.49
9302500,0.968831,0.00000359,195452.49
9302600,0.977855,0.00000359,195452.58
9302700,0.952798,0.00000359,195452.62
9302800,0.927952,0.00000359,195452.67
9302900,0.939015,0.00000358,195452.69
9303000,0.953016,0.00000358,195452.73
9303100,0.942864,0.00000358,195452.78
9303200,0.921250,0.00000358,195452.87
9303300,0.938926,0.00000358,195452.90
9303400,0.991392,0.00000358,195452.97
9303500,0.927539,0.00000358,195453.02
9303600,1.000889,0.00000358,195453.05
9303700,0.970881,0.00000358,195453.07
9303800,0.897923,0.00000357,195453.09
9303900,0.970988,0.00000357,195453.13
9304000,0.975055,0.00000357,195453.18
9304100,0.987221,0.00000357,195453.25
9304200,0.947101,0.00000357,195453.31
9304300,0.975132,0.00000357,195453.37
9304400,0.917931,0.00000357,195453.43
9304500,0.949650,0.00000357,195453.49
9304600,1.001215,0.00000357,195453.58
9304700,0.957637,0.00000357,195453.69
9304800,0.921579,0.00000356,195453.73
9304900,0.977430,0.00000356,195453.82
9305000,0.940271,0.00000356,195453.88
9305100,0.957603,0.00000356,195453.95
9305200,1.000270,0.00000356,195454.02
9305300,0.960947,0.00000356,195454.05
9305400,0.962341,0.00000356,195454.08
9305500,0.978651,0.00000356,195454.11
9305600,0.972430,0.00000356,195454.15
9305700,0.924313,0.00000356,195454.18
9305800,0.955164,0.00000355,195454.22
9305900,0.906416,0.00000355,195454.33
9306000,0.931310,0.00000355,195454.37
9306100,0.955663,0.00000355,195454.40
9306200,0.947264,0.00000355,195454.49
9306300,0.995320,0.00000355,195454.55
9306400,0.947973,0.00000355,195454.62
9306500,0.993096,0.00000355,195454.68
9306600,0.960490,0.00000355,195454.75
9306700,0.916845,0.00000355,195454.81
9306800,0.935716,0.00000354,195454.87
9306900,0.940841,0.00000354,195454.94
9307000,1.010631,0.00000354,195454.99
9307100,0.931470,0.00000354,195455.02
9307200,0.936164,0.00000354,195455.10
9307300,0.949088,0.00000354,195455.15
9307400,0.974084,0.00000354,195455.20
9307500,0.978643,0.00000354,195455.25
9307600,0.947316,0.00000354,195455.30
9307700,0.931505,0.00000354,195455.34
9307800,0.956506,0.00000353,195455.35
9307900,0.985363,0.00000353,195455.32
9308000,0.935584,0.00000353,195455.41
9308100,0.958989,0.00000353,195455.50
9308200,0.983077,0.00000353,195455.51
9308300,0.953060,0.00000353,195455.57
9308400,0.964458,0.00000353,195455.62
9308500,0.982716,0.00000353,195455.68
9308600,0.934657,0.00000353,195455.73
9308700,0.959593,0.00000353,195455.79
9308800,0.938596,0.00000352,195455.79
9308900,0.977027,0.00000352,195455.86
9309000,0.981409,0.00000352,195455.93
9309100,0.977593,0.00000352,195455.95
9309200,1.007633,0.00000352,195456.03
9309300,0.940671,0.00000352,195456.10
9309400,0.975665,0.00000352,195456.16
9309500,0.977885,0.00000352,195456.24
9309600,0.984004,0.00000352,195456.28
9309700,0.938468,0.00000351,195456.31
9309800,0.981090,0.00000351,195456.34
9309900,0.962044,0.00000351,195456.40
9310000,0.976561,0.00000351,195456.44
9310100,0.973480,0.00000351,195456.49
9310200,0.964512,0.00000351,195456.56
9310300,0.975091,0.00000351,195456.63
9310400,0.925405,0.00000351,195456.68
9310500,0.953347,0.00000351,195456.75
9310600,0.969359,0.00000351,195456.82
9310700,0.992482,0.00000350,195456.85
9310800,0.941437,0.00000350,195456.89
9310900,0.960897,0.00000350,195456.92
9311000,0.979133,0.00000350,195456.98
9311100,0.967763,0.00000350,195457.08
9311200,0.961348,0.00000350,195457.17
9311300,1.000362,0.00000350,195457.23
9311400,0.970813,0.00000350,195457.22
9311500,0.980662,0.00000350,195457.23
9311600,0.910789,0.00000350,195457.26
9311700,0.953316,0.00000349,195457.24
9311800,0.936753,0.00000349,195457.26
9311900,0.911630,0.00000349,195457.32
9312000,0.914287,0.00000349,195457.39
9312100,0.949023,0.00000349,195457.43
9312200,0.963171,0.00000349,195457.46
9312300,0.975984,0.00000349,195457.53
9312400,0.968120,0.00000349,195457.60
9312500,0.977605,0.00000349,195457.68
9312600,0.968503,0.00000349,195457.64
9312700,0.930278,0.00000348,195457.72
9312800,0.945277,0.00000348,195457.75
9312900,0.923489,0.00000348,195457.79
9313000,0.929992,0.00000348,195457.84
9313100,0.988155,0.00000348,195457.90
9313200,0.948913,0.00000348,195457.98
9313300,0.905106,0.00000348,195458.03
9313400,0.956949,0.00000348,195458.11
9313500,0.953877,0.00000348,195458.12
9313600,0.987856,0.00000348,195458.10
9313700,1.002320,0.00000347,195458.14
9313800,0.914916,0.00000347,195458.20
9313900,0.939568,0.00000347,195458.25
9314000,0.944580,0.00000347,195458.31
9314100,0.959601,0.00000347,195458.38
9314200,0.933289,0.00000347,195458.44
9314300,0.966580,0.00000347,195458.52
9314400,0.954140,0.00000347,195458.60
9314500,0.984317,0.00000347,195458.64
9314600,0.965016,0.00000347,195458.69
9314700,0.986965,0.00000346,195458.72
9314800,0.980748,0.00000346,195458.78
9314900,0.927436,0.00000346,195458.80
9315000,0.982538,0.00000346,195458.88
9315100,0.948192,0.00000346,195458.94
9315200,0.980518,0.00000346,195459.02
9315300,0.969358,0.00000346,195459.08
9315400,1.036441,0.00000346,195459.17
9315500,0.995467,0.00000346,195459.24
9315600,0.974238,0.00000346,195459.28
9315700,0.925076,0.00000345,195459.33
9315800,0.972219,0.00000345,195459.41
9315900,0.957808,0.00000345,195459.48
9316000,0.949976,0.00000345,195459.50
9316100,0.986748,0.00000345,195459.54
9316200,0.943541,0.00000345,195459.58
9316300,0.933606,0.00000345,195459.65
9316400,0.921419,0.00000345,195459.67
9316500,0.969618,0.00000345,195459.70
9316600,0.955994,0.00000345,195459.78
9316700,0.964459,0.00000344,195459.85
9316800,0.993380,0.00000344,195459.88
9316900,1.005401,0.00000344,195459.94
9317000,0.938802,0.00000344,195459.97
9317100,0.974493,0.00000344,195460.02
9317200,0.964367,0.00000344,195460.09
9317300,0.918335,0.00000344,195460.16
9317400,0.984651,0.00000344,195460.22
9317500,0.941622,0.00000344,195460.28
9317600,0.928600,0.00000344,195460.32
9317700,0.975471,0.00000343,195460.38
9317800,0.924788,0.00000343,195460.45
9317900,0.951707,0.00000343,195460.48
9318000,0.952797,0.00000343,195460.49
9318100,0.935355,0.00000343,195460.58
9318200,0.914954,0.00000343,195460.66
9318300,1.006023,0.00000343,195460.73
9318400,0.949431,0.00000343,195460.78
9318500,0.958829,0.00000343,195460.81
9318600,0.972599,0.00000343,195460.87
9318700,0.959636,0.00000342,195460.87
9318800,0.956863,0.00000342,195460.91
9318900,1.011149,0.00000342,195460.98
9319000,0.964559,0.00000342,195461.02
9319100,0.989546,0.00000342,195461.04
9319200,1.012148,0.00000342,195461.08
9319300,0.960821,0.00000342,195461.15
9319400,0.948807,0.00000342,195461.20
9319500,0.951703,0.00000342,195461.23
9319600,1.024895,0.00000342,195461.26
9319700,0.980528,0.00000341,195461.29
9319800,0.937082,0.00000341,195461.32
9319900,0.931370,0.00000341,195461.35
9320000,0.947629,0.00000341,195461.42
9320100,0.997112,0.00000341,195461.50
9320200,0.979837,0.00000341,195461.53
9320300,0.937886,0.00000341,195461.56
9320400,0.975733,0.00000341,195461.61
9320500,0.981887,0.00000341,195461.65
9320600,0.952936,0.00000341,195461.70
9320700,0.929435,0.00000340,195461.76
9320800,0.959973,0.00000340,195461.84
9320900,0.999163,0.00000340,195461.84
9321000,0.949201,0.00000340,195461.87
9321100,0.944589,0.00000340,195461.91
9321200,0.952164,0.00000340,195461.94
9321300,0.917869,0.00000340,195461.93
9321400,1.003165,0.00000340,195461.91
9321500,0.952752,0.00000340,195461.97
9321600,1.008899,0.00000340,195462.03
9321700,0.956895,0.00000339,195462.12
9321800,0.973628,0.00000339,195462.16
9321900,0.964661,0.00000339,195462.20
9322000,0.948513,0.00000339,195462.27
9322100,0.952023,0.00000339,195462.34
9322200,0.906254,0.00000339,195462.38
9322300,0.967107,0.00000339,195462.39
9322400,0.930016,0.00000339,195462.40
9322500,0.940654,0.00000339,195462.49
9322600,0.969137,0.00000339,195462.55
9322700,0.967006,0.00000338,195462.61
9322800,0.966948,0.00000338,195462.64
9322900,0.943422,0.00000338,195462.70
9323000,0.923494,0.00000338,195462.71
9323100,0.941211,0.00000338,195462.78
9323200,0.968498,0.00000338,195462.77
9323300,0.967374,0.00000338,195462.80
9323400,0.947076,0.00000338,195462.79
9323500,0.964538,0.00000338,195462.80
9323600,1.001427,0.00000338,195462.83
9323700,0.964780,0.00000337,195462.95
9323800,0.945457,0.00000337,195463.01
9323900,0.973720,0.00000337,195463.04
9324000,0.996472,0.00000337,195463.04
9324100,0.944049,0.00000337,195463.09
9324200,0.941082,0.00000337,195463.13
9324300,0.977385,0.00000337,195463.19
9324400,0.941724,0.00000337,195463.24
9324500,0.940531,0.00000337,195463.29
9324600,0.916888,0.00000337,195463.27
9324700,0.957820,0.00000336,195463.31
9324800,0.966486,0.00000336,195463.32
9324900,0.969032,0.00000336,195463.34
9325000,0.929623,0.00000336,195463.36
9325100,0.981526,0.00000336,195463.40
9325200,0.903567,0.00000336,195463.41
9325300,0.987329,0.00000336,195463.48
9325400,0.969738,0.00000336,195463.51
9325500,1.021103,0.00000336,195463.57
9325600,0.964521,0.00000336,195463.63
9325700,0.954071,0.00000335,195463.69
9325800,0.948768,0.00000335,195463.75
9325900,0.975633,0.00000335,195463.83
9326000,0.992833,0.00000335,195463.87
9326100,0.968844,0.00000335,195463.92
9326200,1.019801,0.00000335,195463.97
9326300,0.975603,0.00000335,195464.02
9326400,0.934789,0.00000335,195464.06
9326500,0.913637,0.00000335,195464.08
9326600,0.958139,0.00000335,195464.10
9326700,0.968004,0.00000334,195464.20
9326800,0.917921,0.00000334,195464.24
9326900,0.955517,0.00000334,195464.28
9327000,0.979035,0.00000334,195464.33
9327100,0.935675,0.00000334,195464.38
9327200,0.994439,0.00000334,195464.45
9327300,1.000325,0.00000334,195464.51
9327400,0.984854,0.00000334,195464.57
9327500,0.929336,0.00000334,195464.65
9327600,0.967768,0.00000334,195464.72
9327700,0.940893,0.00000333,195464.81
9327800,0.984823,0.00000333,195464.84
9327900,0.992492,0.00000333,195464.87
9328000,0.967731,0.00000333,195464.94
9328100,0.974343,0.00000333,195464.98
9328200,0.951692,0.00000333,195464.92
9328300,0.960157,0.00000333,195464.94
9328400,0.923869,0.00000333,195464.94
9328500,0.964418,0.00000333,195464.97
9328600,0.989462,0.00000333,195464.98
9328700,0.947968,0.00000332,195465.01
9328800,1.011228,0.00000332,195465.08
9328900,0.952650,0.00000332,195465.14
9329000,0.953723,0.00000332,195465.20
9329100,0.966720,0.00000332,195465.23
9329200,0.919790,0.00000332,195465.26
9329300,0.986956,0.00000332,195465.37
9329400,1.036030,0.00000332,195465.40
9329500,0.926237,0.00000332,195465.45
9329600,0.979013,0.00000332,195465.49
9329700,0.926319,0.00000331,195465.55
9329800,0.985332,0.00000331,195465.55
9329900,0.974754,0.00000331,195465.59
9330000,0.914956,0.00000331,195465.57
9330100,0.938573,0.00000331,195465.56
9330200,0.934913,0.00000331,195465.64
9330300,0.974662,0.00000331,195465.70
9330400,0.991980,0.00000331,195465.77
9330500,0.967672,0.00000331,195465.83
9330600,0.980902,0.00000331,195465.92
9330700,0.971587,0.00000331,195466.01
9330800,0.931314,0.00000330,195466.05
9330900,0.983935,0.00000330,195466.11
9331000,0.966125,0.00000330,195466.15
9331100,0.940368,0.00000330,195466.18
9331200,1.023595,0.00000330,195466.24
9331300,0.976737,0.00000330,195466.28
9331400,0.995120,0.00000330,195466.35
9331500,0.928900,0.00000330,195466.35
9331600,0.986748,0.00000330,195466.42
9331700,0.989244,0.00000330,195466.49
9331800,0.942842,0.00000329,195466.55
9331900,0.982615,0.00000329,195466.62
9332000,0.951172,0.00000329,195466.67
9332100,0.949227,0.00000329,195466.72
9332200,0.989741,0.00000329,195466.78
9332300,0.942855,0.00000329,195466.83
9332400,0.960034,0.00000329,195466.87
9332500,0.956262,0.00000329,195466.93
9332600,0.965213,0.00000329,195466.97
9332700,0.913691,0.00000329,195467.00
9332800,0.937922,0.00000328,195467.05
9332900,0.960820,0.00000328,195467.12
9333000,0.981804,0.00000328,195467.16
9333100,0.978888,0.00000328,195467.24
9333200,0.946725,0.00000328,195467.32
9333300,0.950139,0.00000328,195467.41
9333400,0.980366,0.00000328,195467.39
9333500,0.988495,0.00000328,195467.43
9333600,0.904540,0.00000328,195467.45
9333700,0.970575,0.00000328,195467.50
9333800,0.976553,0.00000327,195467.55
9333900,0.919586,0.00000327,195467.60
9334000,0.952663,0.00000327,195467.68
9334100,0.956616,0.00000327,195467.72
9334200,0.933034,0.00000327,195467.72
9334300,0.942864,0.00000327,195467.76
9334400,0.957846,0.00000327,195467.80
9334500,0.972173,0.00000327,195467.86
9334600,0.941508,0.00000327,195467.88
9334700,0.932540,0.00000327,195467.92
9334800,0.898178,0.00000326,195467.96
9334900,0.931591,0.00000326,195468.00
9335000,0.941693,0.00000326,195468.06
9335100,0.990849,0.00000326,195468.10
9335200,0.952464,0.00000326,195468.11
9335300,0.951252,0.00000326,195468.16
9335400,0.955242,0.00000326,195468.25
9335500,0.972898,0.00000326,195468.27
9335600,1.002889,0.00000326,195468.30
9335700,0.905876,0.00000326,195468.39
9335800,0.945396,0.00000326,195468.45
9335900,0.923870,0.00000325,195468.49
9336000,0.919433,0.00000325,195468.52
9336100,0.938028,0.00000325,195468.55
9336200,0.954788,0.00000325,195468.60
9336300,0.940288,0.00000325,195468.66
9336400,0.956222,0.00000325,195468.69
9336500,1.002812,0.00000325,195468.76
9336600,0.938478,0.00000325,195468.86
9336700,0.984565,0.00000325,195468.95
9336800,0.962110,0.00000325,195469.03
9336900,0.941790,0.00000324,195469.05
9337000,0.949965,0.00000324,195469.12
9337100,0.987221,0.00000324,195469.16
9337200,0.978606,0.00000324,195469.20
9337300,0.956752,0.00000324,195469.23
9337400,0.960155,0.00000324,195469.24
9337500,0.959341,0.00000324,195469.28
9337600,0.925043,0.00000324,195469.36
9337700,0.966479,0.00000324,195469.42
9337800,0.961974,0.00000324,195469.46
9337900,0.954176,0.00000323,195469.54
9338000,0.943993,0.00000323,195469.62
9338100,0.974215,0.00000323,195469.69
9338200,0.938093,0.00000323,195469.74
9338300,0.944202,0.00000323,195469.81
9338400,0.933915,0.00000323,195469.88
9338500,0.974976,0.00000323,195469.95
9338600,0.949208,0.00000323,195470.01
9338700,0.941252,0.00000323,195470.07
9338800,1.008820,0.00000323,195470.10
9338900,1.004847,0.00000322,195470.14
9339000,0.972097,0.00000322,195470.16
9339100,0.959695,0.00000322,195470.17
9339200,0.926602,0.00000322,195470.21
9339300,1.000317,0.00000322,195470.27
9339400,0.970653,0.00000322,195470.30
9339500,0.980601,0.00000322,195470.31
9339600,0.940085,0.00000322,195470.34
9339700,0.961003,0.00000322,195470.38
9339800,0.978534,0.00000322,195470.38
9339900,0.957642,0.00000322,195470.43
9340000,0.985416,0.00000321,195470.50
9340100,0.951637,0.00000321,195470.53
9340200,0.922771,0.00000321,195470.51
9340300,0.971545,0.00000321,195470.54
9340400,0.936704,0.00000321,195470.56
9340500,0.909835,0.00000321,195470.63
9340600,0.958351,0.00000321,195470.64
9340700,0.964980,0.00000321,195470.70
9340800,0.959396,0.00000321,195470.78
9340900,0.940065,0.00000321,195470.79
9341000,0.935355,0.00000320,195470.84
9341100,0.928622,0.00000320,195470.92
9341200,0.937761,0.00000320,195470.93
9341300,0.922492,0.00000320,195471.00
9341400,0.938405,0.00000320,195471.05
9341500,0.961428,0.00000320,195471.08
9341600,0.987295,0.00000320,195471.10
9341700,1.022316,0.00000320,195471.14
9341800,0.946328,0.00000320,195471.17
9341900,0.985754,0.00000320,195471.24
9342000,0.958964,0.00000319,195471.28
9342100,0.981933,0.00000319,195471.34
9342200,0.931850,0.00000319,195471.41
9342300,0.928221,0.00000319,195471.48
9342400,0.957359,0.00000319,195471.56
9342500,0.973855,0.00000319,195471.56
9342600,0.977377,0.00000319,195471.57
9342700,0.977645,0.00000319,195471.61
9342800,0.912349,0.00000319,195471.66
9342900,0.943673,0.00000319,195471.63
9343000,0.945534,0.00000319,195471.65
9343100,0.982391,0.00000318,195471.74
9343200,0.922834,0.00000318,195471.81
9343300,0.959117,0.00000318,195471.88
9343400,0.953010,0.00000318,195471.88
9343500,0.917104,0.00000318,195471.92
9343600,0.967282,0.00000318,195471.98
9343700,0.967043,0.00000318,195472.03
9343800,0.924424,0.00000318,195471.96
9343900,0.958689,0.00000318,195471.97
9344000,0.962523,0.00000318,195472.00
9344100,0.929338,0.00000317,195472.08
9344200,0.961089,0.00000317,195472.09
9344300,0.949392,0.00000317,195472.11
9344400,0.943481,0.00000317,195472.19
9344500,0.949768,0.00000317,195472.25
9344600,0.934616,0.00000317,195472.28
9344700,0.935576,0.00000317,195472.31
9344800,0.921261,0.00000317,195472.35
9344900,0.961999,0.00000317,195472.40
9345000,0.953652,0.00000317,195472.43
9345100,0.958709,0.00000316,195472.48
9345200,0.983835,0.00000316,195472.52
9345300,0.935264,0.00000316,195472.60
9345400,0.983757,0.00000316,195472.69
9345500,0.977629,0.00000316,195472.78
9345600,0.953970,0.00000316,195472.87
9345700,0.951446,0.00000316,195472.95
9345800,1.026648,0.00000316,195473.02
9345900,0.954446,0.00000316,195473.04
9346000,0.935523,0.00000316,195473.08
9346100,1.003170,0.00000316,195473.09
9346200,0.961884,0.00000315,195473.10
9346300,0.978547,0.00000315,195473.13
9346400,0.938068,0.00000315,195473.19
9346500,0.988302,0.00000315,195473.20
9346600,0.965153,0.00000315,195473.26
9346700,0.960791,0.00000315,195473.28
9346800,0.935279,0.00000315,195473.34
9346900,0.931436,0.00000315,195473.42
9347000,0.960860,0.00000315,195473.50
9347100,1.025386,0.00000315,195473.57
9347200,0.955010,0.00000314,195473.59
9347300,0.972459,0.00000314,195473.60
9347400,0.959431,0.00000314,195473.67
9347500,0.907064,0.00000314,195473.73
9347600,1.002545,0.00000314,195473.79
9347700,0.952761,0.00000314,195473.82
9347800,0.967511,0.00000314,195473.88
9347900,0.938722,0.00000314,195473.90
9348000,0.922030,0.00000314,195473.92
9348100,0.952945,0.00000314,195473.96
9348200,0.995576,0.00000314,195474.05
9348300,0.956087,0.00000313,195474.13
9348400,0.932759,0.00000313,195474.20
9348500,0.966496,0.00000313,195474.26
9348600,0.951190,0.00000313,195474.31
9348700,0.923823,0.00000313,195474.34
9348800,0.972854,0.00000313,195474.38
9348900,0.993987,0.00000313,195474.39
9349000,0.991057,0.00000313,195474.43
9349100,0.997583,0.00000313,195474.48
9349200,0.971079,0.00000313,195474.51
9349300,0.947607,0.00000312,195474.53
9349400,0.949429,0.00000312,195474.57
9349500,0.967477,0.00000312,195474.61
9349600,0.994642,0.00000312,195474.68
9349700,0.980245,0.00000312,195474.76
9349800,0.922600,0.00000312,195474.87
9349900,0.955020,0.00000312,195474.93
9350000,0.928607,0.00000312,195474.97
9350100,0.963934,0.00000312,195474.97
9350200,0.935053,0.00000312,195475.01
9350300,0.958757,0.00000311,195475.01
9350400,0.963631,0.00000311,195474.99
9350500,0.957648,0.00000311,195475.08
9350600,0.972960,0.00000311,195475.14
9350700,0.955192,0.00000311,195475.18
9350800,0.957720,0.00000311,195475.24
9350900,0.945345,0.00000311,195475.33
9351000,0.920890,0.00000311,195475.42
9351100,1.000108,0.00000311,195475.46
9351200,0.922951,0.00000311,195475.47
9351300,0.950525,0.00000311,195475.49
9351400,0.953499,0.00000310,195475.51
9351500,0.964821,0.00000310,195475.56
9351600,0.953608,0.00000310,195475.56
9351700,0.882991,0.00000310,195475.65
9351800,0.975582,0.00000310,195475.74
9351900,0.925751,0.00000310,195475.83
9352000,0.973787,0.00000310,195475.87
9352100,0.972246,0.00000310,195475.91
9352200,0.988451,0.00000310,195475.94
9352300,0.928123,0.00000310,195475.95
9352400,0.945382,0.00000309,195476.00
9352500,0.957355,0.00000309,195476.02
9352600,0.968987,0.00000309,195476.07
9352700,0.949449,0.00000309,195476.12
9352800,0.962453,0.00000309,195476.16
9352900,0.920598,0.00000309,195476.22
9353000,0.928945,0.00000309,195476.25
9353100,0.966769,0.00000309,195476.28
9353200,0.961319,0.00000309,195476.27
9353300,0.969429,0.00000309,195476.28
9353400,0.943337,0.00000309,195476.31
9353500,0.983848,0.00000308,195476.34
9353600,1.029618,0.00000308,195476.35
9353700,0.967921,0.00000308,195476.42
9353800,0.974351,0.00000308,195476.49
9353900,0.963155,0.00000308,195476.55
9354000,0.956248,0.00000308,195476.65
9354100,0.949185,0.00000308,195476.71
9354200,0.954913,0.00000308,195476.76
9354300,1.041261,0.00000308,195476.79
9354400,0.981946,0.00000308,195476.80
9354500,0.996721,0.00000307,195476.86
9354600,0.942534,0.00000307,195476.86
9354700,0.986732,0.00000307,195476.93
9354800,0.965400,0.00000307,195477.02
9354900,0.996185,0.00000307,195477.09
9355000,0.946667,0.00000307,195477.12
9355100,0.942020,0.00000307,195477.15
9355200,0.991131,0.00000307,195477.18
9355300,0.935394,0.00000307,195477.22
9355400,0.960246,0.00000307,195477.27
9355500,1.030680,0.00000307,195477.35
9355600,1.009238,0.00000306,195477.43
9355700,0.964005,0.00000306,195477.46
9355800,0.949577,0.00000306,195477.47
9355900,0.988781,0.00000306,195477.49
9356000,0.966283,0.00000306,195477.51
9356100,0.905039,0.00000306,195477.56
9356200,0.964862,0.00000306,195477.61
9356300,0.956155,0.00000306,195477.65
9356400,0.942461,0.00000306,195477.70
9356500,0.964464,0.00000306,195477.76
9356600,0.942503,0.00000306,195477.80
9356700,0.921892,0.00000305,195477.83
9356800,0.931016,0.00000305,195477.86
9356900,0.924352,0.00000305,195477.90
9357000,0.968599,0.00000305,195477.95
9357100,0.930357,0.00000305,195478.02
9357200,0.949293,0.00000305,195478.08
9357300,0.976095,0.00000305,195478.16
9357400,0.930843,0.00000305,195478.23
9357500,0.990005,0.00000305,195478.32
9357600,1.022884,0.00000305,195478.39
9357700,0.979203,0.00000304,195478.38
9357800,0.955839,0.00000304,195478.36
9357900,0.988239,0.00000304,195478.34
9358000,0.982642,0.00000304,195478.39
9358100,0.960268,0.00000304,195478.44
9358200,0.939116,0.00000304,195478.47
9358300,0.981135,0.00000304,195478.44
9358400,0.966680,0.00000304,195478.48
9358500,0.958477,0.00000304,195478.53
9358600,0.976143,0.00000304,195478.54
9358700,0.928466,0.00000304,195478.61
9358800,0.952285,0.00000303,195478.69
9358900,0.928862,0.00000303,195478.69
9359000,0.947885,0.00000303,195478.74
9359100,0.955950,0.00000303,195478.81
9359200,0.930770,0.00000303,195478.85
9359300,0.935075,0.00000303,195478.90
9359400,0.938911,0.00000303,195478.83
9359500,0.958552,0.00000303,195478.91
9359600,0.962905,0.00000303,195478.96
9359700,0.950458,0.00000303,195478.98
9359800,0.968160,0.00000302,195479.05
9359900,0.915708,0.00000302,195479.09
9360000,0.978037,0.00000302,195479.12
9360100,0.919780,0.00000302,195479.15
9360200,0.927707,0.00000302,195479.15
9360300,0.937722,0.00000302,195479.20
9360400,0.959354,0.00000302,195479.27
9360500,1.001783,0.00000302,195479.32
9360600,0.959301,0.00000302,195479.37
9360700,1.006242,0.00000302,195479.41
9360800,0.952082,0.00000302,195479.46
9360900,0.982873,0.00000301,195479.51
9361000,1.009493,0.00000301,195479.57
9361100,0.970986,0.00000301,195479.62
9361200,0.936786,0.00000301,195479.66
9361300,0.966756,0.00000301,195479.76
9361400,0.959036,0.00000301,195479.87
9361500,0.968462,0.00000301,195479.94
9361600,0.963420,0.00000301,195479.99
9361700,0.998331,0.00000301,195480.00
9361800,0.975629,0.00000301,195480.06
9361900,0.970376,0.00000301,195480.10
9362000,0.972396,0.00000300,195480.14
9362100,0.933081,0.00000300,195480.16
9362200,0.920009,0.00000300,195480.21
9362300,0.984968,0.00000300,195480.25
9362400,0.968239,0.00000300,195480.30
